From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2019-08-24,,85.01809523809524,13.62590909090909,5.073636363636364,18.712727272727275,1.2713636363636363,6.365,0.7009090909090909,23.933636363636364,3.6154545454545453,0.8972727272727273,8.319047619047618,15.510909090909092,83.91772727272728,0.6618181818181819,149.75954545454545,191.7231818181818,,,6.414090909090908,27.67954545454546,0.0
2019-08-25,,59.18066666666667,15.997499999999999,3.75,11.757777777777777,1.1914285714285715,23.80666666666667,0.40800000000000003,18.268666666666665,3.7333333333333334,0.9486666666666667,9.495333333333333,17.208666666666666,93.46733333333333,0.6406666666666666,147.314,123.84533333333334,,,7.240666666666667,25.286,0.03666666666666667
2019-08-26,,62.02357142857143,12.376153846153844,5.492307692307692,18.030714285714286,1.1585714285714286,13.945714285714285,0.6785714285714286,51.379999999999995,2.5907142857142853,0.847857142857143,7.252857142857144,13.796428571428573,68.36928571428571,0.6307142857142857,233.39285714285714,370.45153846153846,,,5.682142857142857,30.687857142857144,0.0
2019-08-27,,73.34875,13.790588235294118,5.236470588235294,19.05941176470588,1.2576470588235293,8.659166666666666,0.6525,37.53,3.3504166666666664,0.8875000000000001,7.92875,15.565416666666666,72.82083333333334,0.7191666666666667,174.8033333333333,281.3725,,,6.400833333333334,29.923333333333332,0.0
2019-08-28,,76.49071428571428,14.353076923076923,4.604615384615385,14.213125,1.1738461538461538,13.476153846153846,0.45,30.53875,3.699375,0.79875,6.620625,13.25625,74.980625,0.89125,170.12125,362.59875,,,5.468125,30.070625,0.0
2019-08-29,6.239999999999999,66.92875,16.21,10.31125,26.63625,1.665,5.9175,0.885,14.745,5.94625,0.9624999999999999,7.795,16.655,79.075,0.61,131.05125,286.8575,,,6.8425,29.626666666666665,0.0
2019-08-30,,85.34400000000001,8.843333333333334,4.779333333333333,13.659333333333333,0.964,11.066,0.5239999999999999,23.497333333333334,3.9146666666666667,0.884,7.524,13.653333333333334,75.99733333333333,0.8046666666666666,283.05,338.9114285714286,,,5.816666666666666,30.540000000000003,0.0
2019-08-31,,99.80666666666667,11.596666666666666,4.34,16.0225,1.11,3.4183333333333334,0.5758333333333333,9.501666666666667,3.9133333333333336,0.86,8.495,15.328333333333333,85.73583333333333,0.4916666666666667,134.60833333333332,197.21916666666667,,,6.546666666666667,28.246666666666666,0.0
2019-09-01,,,,,,,,,,,,,,,,,,,,,,
2019-09-02,14.622666666666667,89.21733333333333,8.124,4.2733333333333325,12.122857142857143,0.772,10.252666666666666,0.5646666666666668,44.26733333333333,3.3936363636363636,0.306,4.6499999999999995,9.77090909090909,75.56400000000001,1.0233333333333332,294.89666666666665,386.076,,,4.112727272727273,30.397333333333336,0.0
2019-09-03,28.355833333333333,95.91958333333334,10.44125,4.845416666666666,15.07875,0.9645833333333332,7.874583333333334,0.8004166666666667,29.770416666666666,3.512916666666667,0.037083333333333336,4.792916666666667,11.005416666666667,79.64291666666666,0.7116666666666666,198.14333333333332,226.12250000000003,,,3.8966666666666665,29.569999999999997,0.0
2019-09-04,33.265,90.05863636363637,16.005,9.981428571428571,25.636666666666667,1.6064285714285713,4.366190476190476,0.9227272727272727,17.818181818181817,5.358636363636363,0.9818181818181819,13.151904761904762,19.3075,86.19136363636363,0.6990909090909091,142.24818181818182,141.74454545454546,,,24.36409090909091,27.85,0.003181818181818182
2019-09-05,,56.964000000000006,10.516153846153847,4.559230769230769,15.153076923076924,1.0415384615384615,14.745000000000001,0.5660000000000001,26.898,4.6433333333333335,1.8133333333333332,4.36,0.4806666666666667,87.89866666666667,0.7553333333333333,172.822,148.908,,,57.821999999999996,26.480666666666664,0.0
2019-09-06,,69.25666666666667,7.973333333333334,2.7866666666666666,10.661666666666667,1.4766666666666666,9.139166666666666,0.9166666666666666,8.592222222222222,3.0518181818181818,2.1254545454545455,3.232727272727273,4.823636363636364,76.52333333333333,0.8358333333333333,216.32833333333335,229.5875,,,44.72727272727273,30.290000000000003,0.0
2019-09-07,,91.6591304347826,10.22375,3.7616666666666667,14.00625,1.71,10.636249999999999,0.77,16.95375,17.819166666666664,2.0233333333333334,13.743529411764706,2.496086956521739,81.94041666666666,0.7816666666666667,132.3075,202.73708333333332,,,49.41727272727273,28.935833333333335,0.0
2019-09-08,,59.95416666666667,7.7675,2.6625,3.589166666666667,1.292,7.907500000000001,0.46166666666666667,24.35166666666667,8.339166666666666,1.9083333333333334,,0.6883333333333334,81.45583333333333,0.73,144.50833333333333,180.99666666666667,,,4.431666666666667,28.129166666666666,0.0
2019-09-09,,91.71384615384615,6.663076923076924,2.748181818181818,9.177692307692308,1.1153846153846154,9.400769230769232,0.696923076923077,37.99923076923077,5.382307692307692,2.316923076923077,4.004545454545454,0.49769230769230766,75.65,0.8976923076923077,250.25615384615384,299.0092307692308,,,1.383846153846154,30.356153846153845,0.0
2019-09-10,,97.84666666666668,7.82125,2.780416666666667,10.592083333333333,1.37625,8.657916666666667,0.75625,33.342083333333335,4.555833333333333,2.1479166666666667,4.519166666666666,0.50375,77.14,0.6670833333333334,164.87583333333333,210.955,,,1.40625,29.644583333333333,0.0
2019-09-11,,123.34708333333333,7.760833333333333,3.0108333333333337,10.8075,1.3295833333333333,8.555416666666668,0.7379166666666667,35.14875,6.149166666666667,2.3470833333333334,5.55,0.47625,78.88958333333333,0.8254166666666666,165.90041666666667,212.58333333333334,,,1.2929166666666667,30.155416666666667,0.0
2019-09-12,,123.13166666666666,7.287142857142857,3.9366666666666665,11.295,1.529090909090909,6.0754166666666665,0.6891666666666666,29.34375,6.541250000000001,2.183333333333333,5.004583333333334,0.4675,82.7813043478261,0.9130434782608695,141.60208333333333,178.5391304347826,,,1.3441666666666665,29.533478260869565,0.0
2019-09-13,,61.622083333333336,8.312666666666667,5.3933333333333335,10.715333333333332,1.0706666666666667,7.722083333333333,0.49875,26.145416666666666,8.495416666666667,2.0291666666666663,4.074583333333333,0.43333333333333335,79.25875,0.8979166666666667,170.42083333333332,194.45541666666668,,,1.2504166666666667,29.14125,0.0
2019-09-14,,66.45260869565217,8.825833333333334,4.557083333333334,10.903333333333334,1.0883333333333334,7.4075,0.6095833333333334,23.86916666666667,4.96625,1.8979166666666665,4.04375,0.4295833333333334,79.53333333333333,0.8312499999999999,142.59708333333333,208.72083333333333,,,1.27,28.513333333333335,0.0
2019-09-15,,74.48208333333334,7.271176470588236,2.533529411764706,9.735,1.2327777777777778,10.084166666666667,0.5579166666666667,30.9275,3.905416666666667,1.8733333333333333,4.06125,0.45708333333333334,78.995,0.8095833333333333,186.6825,201.72916666666666,,,1.3479166666666667,28.562916666666666,0.0
2019-09-16,,105.03291666666667,6.493888888888889,2.407222222222222,8.374736842105264,1.0761111111111112,9.959999999999999,0.53625,36.78958333333333,3.75,1.8754166666666665,4.303913043478261,0.4795652173913043,79.44666666666667,0.82875,210.26458333333335,239.65583333333333,,,1.3545833333333333,27.76625,0.0020833333333333333
